"","text","created_at","author.location"
"782","Identité numérique: Le passeport numérique #suisse sera délivré par des entreprises privées… Soutenez le référendum contre la privatisation de l'e-ID ! https://t.co/WaMcYpoc0n #educationauxmedias",2019-10-01 05:28:04,"Paris"
"783","Référendum contre la privatisation de l'e-ID | Référendum pour un passeport numérique suisse délivré par l’État https://t.co/jALPgq5yjc",2019-09-30 17:48:14,"Suisse"
"784","Référendum contre la privatisation de l'e-ID | Référendum pour un passeport numérique suisse délivré par l’État https://t.co/wI42DRhuso",2019-09-27 06:39:12,NA
"785","Référendum contre la privatisation de l'e-ID https://t.co/2Hp3hlvs1h",2019-09-25 11:10:28,"Geneva, Switzerland"
"786","Le parlement s’est mis d'accord: l’e-ID suisse sera bel et bien délivrée par le privé | ICTjournal https://t.co/Fi8cAvTfjE",2019-09-25 07:40:47,"Suisse"
"787","Le parlement s’est mis d'accord: l’e-ID suisse sera bel et bien délivrée par le privé https://t.co/8sz0mN3E8e",2019-09-24 20:05:46," #GeneVA / #Annecy "
"788","#EUROPE #SUISSE de nouveau grace aux réferendums la Suisse se place en défenseurs sur les données de la vie privée . Menace de référendum contre la loi sur l'e-ID https://t.co/6UIzULPFIJ via @24heuresch",2019-09-24 18:35:43,"Bretagne, France"
"789","#Switzerland - ""Le parlement s’est mis d'accord: l’e-ID suisse sera bel et bien délivrée par le privé"" | ICTjournal https://t.co/RMXyC92hQy",2019-09-24 17:33:32,"Genf, Schweiz"
"790","Vous avez aimé le fiasco de l'#evoting? Vous allez adorer l'#eID ! Notre e-ID sera délivrée par des privés - Suisse https://t.co/wVYBHyqB2J via @20minutesOnline",2019-09-24 15:00:01,NA
"791","News: Le parlement s’est mis d'accord: l’e-ID suisse sera bel et bien délivrée par le privé https://t.co/tcF28BY4Qu",2019-09-24 09:56:34,NA
"792","Le parlement s’est mis d'accord: l’e-ID suisse sera bel et bien délivrée par le privé https://t.co/ocrjO06Wi1 https://t.co/TEmZNRTKbn",2019-09-24 09:35:18,"Belmont-sur-Yverdon, Suisse"
"793","Le #parlement s’est mis d'accord: l’e-ID #suisse sera bel et bien délivrée par le privé. ictjournal \n\n#Vaud #Genève #INFO\n\nhttps://t.co/QvK1hZpWZ5 https://t.co/9o2Fyf82IQ via CreditsConseils",2019-09-24 09:31:03,NA
"794","Le #parlement s’est mis d'accord: l’e-ID #suisse sera bel et bien délivrée par le privé. @ictjournal \n\n#Vaud #Genève #INFO\n\nhttps://t.co/4lyGkAiUCC",2019-09-24 09:29:39,"Versoix (Genève)"
"795","20 minutes - Notre e-ID sera délivrée par des privés - Suisse https://t.co/Pl0gZ830ep via @20minutesOnline",2019-09-23 16:38:15,"France"
"796","20 minutes - Notre e-ID sera délivrée par des privés - Suisse https://t.co/VJND70SMlU",2019-09-23 15:11:22,"::1"
"797","Le Conseil des États a éliminé l'ultime divergence qui le séparait du National. Les Chambres se sont donc mises d'accord sur le projet d'identification électronique (e-ID). https://t.co/r5I1GF4KFv",2019-09-23 15:06:17,"Lausanne - Suisse"
"798","Délire fédéral encore ... 20 minutes - Notre e-ID sera délivrée par des privés - Suisse https://t.co/NZy5PoE7UA via @20minutesOnline",2019-09-23 14:15:50,"Ballaigues, Vaud, Suisse"
"799","Internet: Notre e-ID sera délivrée par des privés https://t.co/urYRkAjoI3 https://t.co/JDImxfpKB5",2019-09-23 13:59:34,"Suisse"
"800","e-ID: Vous ne voulez pas que les ambassadeurs du marché délivrent votre ""identité numérique""? Il vous reste le référendum. https://t.co/A89jjoHzn7",2019-09-23 12:58:21,"Suisse - Amérique du Sud"
"801","Alors que le Gouvernement se penche lundi après-midi sur la loi fédérale de l'identification électronique (e-ID), une alliance menace de lancer un référendum. https://t.co/YriseSjM80",2019-09-23 10:28:25,"Lausanne - Suisse"
"802","Menace de #référendum contre la loi sur l'e-ID #identité #numérique https://t.co/KfZ6lLLzNk",2019-09-23 10:07:34,"Suisse"
"803","Menace de référendum contre la loi sur l'e-ID https://t.co/6C3gq8R2j5 https://t.co/kaFwgQMXZ4",2019-09-23 09:58:06,"Suisse"
"804","Menace de référendum contre la loi sur l'e-ID https://t.co/VjzAhNoiY2",2019-09-23 09:46:07,"#Genève, #Suisse"
"805","Identité électronique: Menace de référendum contre la loi sur l'e-ID https://t.co/sd23TelSr9 https://t.co/jrcBUMZMAH",2019-09-23 09:46:05,"Suisse"
"806","Identité électronique: Menace de référendum contre la loi sur l'e-ID https://t.co/KVOc6wQ46w https://t.co/QGYfQSjkBw",2019-09-23 09:36:03,"Suisse"
"807","@innokick @DomoSafety @Jan_Ellerbrock @JCosandey .@Jan_Ellerbrock au sujet de l'E-ID: «Tout l'intérêt de cette discussion est de savoir quelles données nous sommes prêts à fournir à l'Etat ou au secteur privé et pour quels avantages pratiques»\n#CarrefourNumerisation",2019-09-17 10:24:56,"Suisse"
"808","E-ID: On ne peut pas reprocher aux référendaires une éventuelle perte de temps. Une fois de plus dans le numérique, le parlement légifère à la légère en toute connaissance de cause. https://t.co/bPn7ak53Tt",2019-09-12 21:43:05,"Lausanne"
"809","E-ID: les sociétés vont utiliser des données sensibles à des fins commerciales ~@smichaudgigon https://t.co/bPn7ak53Tt",2019-09-12 21:39:16,"Lausanne"
"810","Le principe d'une e-ID fournie par des entreprises privées est acquis mais les Chambres doivent encore se mettre d'accord sur son organe de contrôle. https://t.co/LZDb03JxRF",2019-09-12 08:32:03,"Lausanne - Suisse"
"811","@EVANVAERENBERGH @P_TARISSI @dr_l_alexandre @Kate_Haflinger Oh! il s'agit surtout de e-residence, plus que e-ID.",2019-08-08 06:19:01,"European Union"
"812","Biza opent speciale E-ID booth te Combé - https://t.co/gSrO7ezOtF \nGratis App -https://t.co/nPMqhdxCG0",2019-07-18 21:11:22,NA
"813","[Article] Les qualités et défauts du projet fédéral e-ID (Jean Christophe Schwaab) https://t.co/fhMyd7l9bw",2019-06-29 14:09:43,"Suisse"
"814","Il faut dissiper les malentendus de l’e-ID reconnue par l’Etat\nhttps://t.co/Ax5DGPdOaH via @letemps",2019-06-20 20:49:54,"Lausanne, Schweiz"
"815","Ce qu'est vraiment l'e-ID, quels sont les malentendus et pourquoi l'identification électronique est si importante pour la Suisse, explique @marcwalder, CEO de #Ringier, dans son article d'opinion dans @letemps https://t.co/p8j5MEv8UM #technologies #numérisation #opinion",2019-06-20 19:23:40,"Genève, Suisse"
"816","L’opposition a l’e-id federal commence, tardivement, à se réveiller. Non à une privatisation de notre identité! https://t.co/zylOoQ0sQB",2019-06-20 16:56:29,"Lausanne"
"817","DIGITAL\nMarc Walder, patron de Ringier, encourage le Parlement à aller de l'avant rapidement pour développer l'identité électronique reconnue par l'Etat (E-ID) dans les colonnes de la ""Handelszeitung"" https://t.co/JWJs4fN9pA",2019-06-20 05:43:16,"Genève, Suisse"
"818","#LabPostal2019 OTT VATTER, e-resident d'Estonie, parle des clés de success du systeme transparent, où les données sont disponibles pour l'état et le secteur privé. e-ID, e-residency, e-tax, e-health, e-education, e-security! The New Digital Nation! https://t.co/7v14QKGnAf",2019-06-19 13:47:38,"Paris"
"819","[OPINION] Il faut dissiper les malentendus de l’e-ID reconnue par l’Etat https://t.co/H9AyBH5KZf",2019-06-19 13:44:04,"Schweiz"
"820","Menace de référendum pour que l’e-ID suisse soit entièrement en main publique https://t.co/dhH1N3lpXg https://t.co/C5OkXqvoLE",2019-06-18 22:27:35,NA
"821","Menace de référendum pour que l’e-ID suisse soit entièrement en main publique  https://t.co/sthoHrxAlr",2019-06-18 06:53:20,"Suisse"
"822","Identité électronique (e-ID) : L’actuel projet de loi sur les moyens d’identification électroniques se fonde très justement sur une répartition des tâches entre l’État et le secteur privé. https://t.co/Y6WhPo6m7g",2019-06-18 06:15:00,"Genève, Suisse"
"823","La mise en place d'une identité électronique (e-ID) constitue une étape décisive pour le développement de la #numérisation en #Suisse #eID https://t.co/Y6WhPnOLfI",2019-06-17 15:52:00,"Genève, Suisse"
"824","Ave­nir numé­rique de notre pays - Une iden­tité élec­tro­nique (e-ID) est déci­sive pour le déve­lop­pe­ment de la Suisse numé­rique  https://t.co/YiUNyl7cPM https://t.co/nLRckXERy8",2019-06-14 11:30:20,"Lausanne"
"825","@GregoireBarbey Pas certain que le problème de l'e-ID réside dans le manque d'une réflexion préalable sur la place de l'individu dans la société numérique. Des centaines de millions d'individus, y c. dans le personnel politique, ont renoncé de leur plein gré à se poser des questions à ce propos.",2019-06-10 15:32:27,"Genève, Suisse"
"826","Identité numérique et Smart City (Paris Cyber-Week).  Comprendre les besoins d’identification et de reconnaissance pour des échanges en confiance dans les territoires intelligents. Construire des schémas E-ID sans renoncer aux protections du RGPD. Ouverture de P. Forteza, députée https://t.co/Vd5oBisVKG",2019-06-06 21:54:37,"Paris, France"
"827","News: Menace de référendum pour que l’e-ID suisse soit entièrement en main publique https://t.co/8VXsZkV5jQ",2019-06-06 09:58:35,NA
"828","Après le fiasco @swisspost sur le e-voting, un nouveau problème ne perspective pour l’e-ID ? Peut-on faire confiance aux privés pour un service aussi important en protection des données ? #DataPrivacy #ResponsabiliteNumerique https://t.co/CHn71umVcy",2019-06-06 07:07:56,"Fribourg, Switzerland"
"829","L’identité numérique (e-ID) est un moyen permettant de s’identifier par une seule et unique procédure auprès d’un grand nombre de services en ligne. L’e-ID vise à remédier à la situation chaotique qui prévaut encore aujourd’hui, où l’usager s’identifie s… https://t.co/3PXOvbrMPk",2019-06-04 14:28:27,"http://www.expert-ie.fr/"
"830","Comme 87% de la population, des experts doutent sérieusement de l'E-ID fournie par des privés, comme le propose le CF et le CN. Le Conseil des Etats pourrait corriger le tir ce matin. https://t.co/fVlOBoioOB https://t.co/IIQclYfzCz",2019-06-04 06:56:21,NA
"831","@SuperGrenouille @ThiDiemQuach @zariaurore j'avoue j'ai supprimé Itsme je sais pas à quoi ça sert.\n\nLes trucs d'e-iD ça marche jamais chez moi lol",2019-05-25 09:25:20,"Brussels"
"832","RT @Synaptic_BE: Chez @AXABanqueBE  on peut faire un #onboarding client avec un lecteur E-ID... c'est bien.\n\nMais ce serait mieux de ne pas utiliser un plug in Java qui n'est plus supporté par Chrome, Firefox et Edge...\n\n#UserExperience  #failure https://t.co/wJ31xXlEMV",2019-05-10 09:08:21,"Calabasas, CA 91302"
"833","Chez @AXABanqueBE  on peut faire un #onboarding client avec un lecteur E-ID... c'est bien.\n\nMais ce serait mieux de ne pas utiliser un plug in Java qui n'est plus supporté par Chrome, Firefox et Edge...\n\n#UserExperience  #failure https://t.co/vEW0Nfl36v",2019-05-10 08:08:38,"Belgium"
"834","@_Kowai_ Bonjour. Oui, si vous allez en BOOTIK, le duplicata sera émis directement et le transfert de votre abonnement sera réalisé en même temps. Il vous faudra toutefois une pièce d'identité avec photo (passeport, permis de conduire) si vous n'avez provisoirement plus d'e-ID. ^rm",2019-05-02 05:29:25,"Brussels, Belgium"
"835","@duflotfr présente le programme  ""E-id"" d'authentification électronique sécurisé de @OpenLaw_fr https://t.co/2EIxyf5MiC",2019-04-19 06:25:37,"Paris"
"836","Focus sur l'identité #numérique E-ID #openlaw #droit #innovation @OpenLaw_fr https://t.co/fRCHdK3Xhs",2019-04-19 06:15:06,NA
"837","Focus sur l'identité #numérique E-ID #openlaw #droit #innovation OpenLaw_fr https://t.co/uTgCOlwnj2 #avocat #cabinetavocat",2019-04-18 18:05:13,"Tunesien"
"838","ELCA salue la décision du Conseil National d’introduire une E-ID vérifiée et reconnue par l’état qui permettra d’accéder aux nombreux services en ligne.  #numérisation de la #Suisse #identité \nhttps://t.co/CSKcgA0nu3",2019-03-26 14:50:51,"Suisse"
"839","#Switzerland - ""Le secteur privé va pouvoir délivrer les e-ID suisses"" https://t.co/mxQfD4yrZP #digitalID #eID",2019-03-21 16:40:28,"Genf, Schweiz"
"840","News: Le secteur privé va pouvoir délivrer les e-ID suisses https://t.co/xHVn0irdfe",2019-03-21 11:27:02,NA
"841","Le secteur privé va pouvoir délivrer les e-ID suisses https://t.co/VvIitPgNIJ https://t.co/Y6PKKW34AQ",2019-03-21 11:05:03,"Lausanne"
"842","Le Parlement débat sur l'e-ID https://t.co/X4XVDsN54V",2019-03-21 09:47:43,"Romandie, Suisse"
"843","20 minutes - Le Parlement débat sur l'e-ID - Suisse https://t.co/wipCt31oIm via @20minutesOnline",2019-03-21 08:39:12,"<U+0001F1E8><U+0001F1E6><U+0001F1E8><U+0001F1ED>"
"844","Le Parlement débat sur l'e-ID https://t.co/xTq84JnrEa",2019-03-20 22:21:06,"bordeaux"
"845","Le Parlement débat sur l'e-ID https://t.co/y9BaqdOvdv",2019-03-20 19:52:03,"#Genève, #Suisse"
"846","Eid Moubarak a tous les musulman(e)s de ma TL!<U+2764><U+FE0F> \nQu’Allah agrée nos œuvres et les vôtres In Sha Allah, grosse pensée à toutes les personnes qui vivent une épreuve compliquée, Dieu est grand <U+2728><U+2728>",2021-07-20 11:13:14,NA
"847","eID et après ? <U+0001F1E8><U+0001F1ED>Avec ma collègue Anne, nous proposons quelques pistes de réflexions pour le @eGovInnovation. Retrouvez l’article ci-dessous <U+2935><U+FE0F> #eiD #eGov #suisse https://t.co/s7v0nfm0CC",2021-06-11 06:07:05,"Switzerland"
"848","Eid Moubarak à tous <U+0001F932><U+0001F3FC><U+2764><U+FE0F><U+0001F929> https://t.co/3E4JPH3Fzm",2021-05-13 17:14:50,"Genève, Suisse"
"849","#eiD Une loi eID moderne devrait tenir compte du Privacy By Design et donner des consignes précises sur les données à stocker. C’est malheureusement pas le cas. C’est pourquoi il faut refuser la loi. 12/12 #CHVote",2021-02-26 07:44:22,"Lausanne"
"850","#eiD Le shop peut prouver le login si le hash existe sur le serveur de SwissSign. Mais SwissSign ne connaît pas les détails du login et n’a pas de temptation d’exploiter ces données 11/12 #CHVote",2021-02-26 07:44:21,"Lausanne"
"851","#eID C’est quoi un hash? C’est une fonction en sens unique de plusieurs paramètres. \n\nh = f(a, b, c)\n\nSi on connaît a, b, c on peut calculer h, mais on ne peut pas déduire a, b, c à partir de h. La cryptographie moderne l’utlise sans cesse 9/12 #CHVote",2021-02-26 07:44:17,"Lausanne"
"852","#eiD Il est pourtant pas nécessaire que SwissSign stocke toutes les informations du login sur le serveur. Tout ce qu’il faut, c’est de stocker un hash du login. 8/12 #CHVote",2021-02-26 07:44:13,"Lausanne"
"853","#eiD Admettons que vous commandez le vin et vous ne payez pas. Le magasin veut pouvoir prouver que vous avez fait le login, 2 mois plus tard. Pour cette preuve, il faut une trace. 7/12 #CHVote",2021-02-26 07:44:10,"Lausanne"
"854","#eiD Ce qui est dommage est que cette collecte de donner n’est pas vraiment nécessaire pour le but du magasin, celui de vous identifier.  6/12 #CHVote",2021-02-26 07:44:08,"Lausanne"
"855","#eiD SwissSign ne saura pas ce que vous faites exactement sur le site, mais le croisement des habitudes de login (adresses et temps) donnent assez d’informations pour vous profiler dans un groupe de risque. 5/12 #CHVote",2021-02-26 07:44:06,"Lausanne"
"856","#eID Ces données de connexion sont stockés et exploitables pendant six mois. SwissSign peut les croiser avec l’information si vous demandez un extrait du registre de poursuite, si vous avez voté ou si vous concluez une assurance pour la voiture. 4/12 #CHVote",2021-02-26 07:44:01,"Lausanne"
"857","#eID Avec eID, non seulement le vendeur de vin crée une trace informatique, mais SwissSign aussi saura désormais que vous fréquentez un site qui vend du vin. Cette information peut être intéressantes pour les caisses de maladies qui sont membre de SwissSign. 3/12 #CHVote",2021-02-26 07:44:00,"Lausanne"
"858","#eiD Quand vous achetez du vin dans un magasin et vous montrez la carte d’identité, vous n’entendez pas que la vendeuse fasse une photocopie de la carte d’identité. 2/12 #CHVote",2021-02-26 07:43:57,"Lausanne"
"859","#eID L’histoire du traitement de données a malheureusement montré que toutes les données saisies finissent par être utilisées. Le principe Privacy by Design assure que des données non essentielles ne sont pas saisies dès le départ. 1/12 #CHVote",2021-02-26 07:43:53,"Lausanne"
"860","Excellent commentaire du Quotidien Jurassien ce matin sous la plume de son rédacteur en chef @RemyChetelat: ""Les données personnelles sont comme l’eau: trop précieuses, trop essentielles pour que l’Etat renonce à exercer sa souveraine responsabilité.""\n#eID #CHvote #lqj https://t.co/MZcptUyUz2",2021-02-20 06:38:44,"Delémont, Suisse"
"861","@nuriagorrite est excellente. Elle vulgarise et rend accessible le débat, elle réduit les arguments de Karin Keller-Sutter à un aveuglement idéologique libéral (et intéressé) du moins d’Etat. Du bel ouvrage. #eID @RTSinfrarouge https://t.co/TajrJSf300",2021-02-17 20:59:39,"Delémont, Suisse"
"862","Excellent interview de notre conseillère fédérale Keller-Sutter dans la Tribune de Genève! <U+0001F4A5><U+0001F64F><U+0001F3FB> #eID #eIDja #eIDsi #eIDoui @tdgch @UDCch @Mitte_Centre @PLR_Suisse https://t.co/EN3P0F6Qtf",2021-02-13 18:18:00,"Zurich"
"863","Le syndicat de la police met en avant les risques: «Que se passe-t-il lorsque les données des utilisateurs qui sont en possession d’entreprises privées disparaissent, sont volées ou supprimées? Qui rendra des comptes?» https://t.co/e7aa7ic2sd #eID #CHvote",2021-02-07 17:47:51,"Lausanne"
"864","#vertsAD les @LesVertsSuisses appellent à l’unanimité à voter contre la loi #eID https://t.co/oZmd3jGUrY",2021-01-23 14:49:13,"Lausanne"
"865","#vertsAD @SibelArslanBS présente le réferendum sur la loi #eiD. Il faut une identité électronique, mais son émission est une tâche régalienne qui doit être assumé par l’Etat. Le Conseil National a refusé tous les compromis.",2021-01-23 14:43:27,"Lausanne"
"866","@dani_graf @BachPhilippe @lecourrier Remarque: L‘eID sera gratuite pour tous les utilisateurs ainsi que clairement écrit dans la loi (fausse information: „Car le tout sera payant selon des modalités non dévoilées“), les modalités de paiement seront entre les fournisseur d‘eID et les prestataires de services online",2021-01-17 12:36:21,"Zurich"
"867","„Merci“ cher Patrick pour la liberté de vote concernant la loi eID, le débat continue et sera très intéressant! #eIDja #eIDoui #eIDsi https://t.co/47Z7gnUX2R",2021-01-13 05:43:28,"Zurich"
"868","@benoitgaillard Eh non on ne votera pas sur un passeport numérique <U+0001F937><U+200D><U+2642><U+FE0F> c’est dommage de chercher à faire peur aux gens... @E_ID_Info #eid #oui https://t.co/l5lFE6LbvU",2020-12-14 20:41:44,"Suisse"
"869","J'ai transmis les salutations de l'Eid-ul-Fitr à son Altesse @MohamedBinZayed et au peuple amaible des EAU. \nJe l'ai remercié pour la coopération dont ont bénéficié les citoyens indiens aux Émirats arabes unis. (1/2) https://t.co/hltnv0KgQl",2020-05-26 09:34:33,"Berne, Switzerland"
"870","J'ai parlé au Premier ministre Sheikh Hasina pour lui souhaiter, ainsi qu'au peuple aimable du Bangladesh, un Eid-ul-Fitr heureux et prospère. (1/2) https://t.co/gaAopY9wpR",2020-05-25 16:58:07,"Berne, Switzerland"
"871","Quand une dernière bourrique met une photo avec un voile en story le jour de l’eïd https://t.co/v72Iwvkggw",2020-03-05 22:19:44,NA
"872","Pas de passeport digital qui provienne d’entreprises privées comme UBS, Credit Suisse ou Swisscom. La récolte de signatures pour le Référendum démarre aujourd’hui, aidez nous à le lancer! #democratie #directe #eID_Referendum #wecollect https://t.co/APAG7SWj6n https://t.co/dhI3mw8kCp",2019-10-07 22:45:15,"Genève, Suisse"
"873","Eid Moubarak la famille. Qu’Allah vous accorde une longue vie à vous et votre famille. Amin",2019-08-11 07:24:33,"Genève, Suisse"
"874","Appel d’offres - nouveau projet visant à l’élaboration de scénarios économiques par branche et leur régionalisation à l’horizon 2060 : https://t.co/Eq9LGKcAG9 \nDeadline pour les questions : 31.05.2019; pour les offres : 5.07.2019",2019-05-10 08:57:36,"Bern, Schweiz"
"875","La digitalisation est passée d'un engouement positif à une retenue sur les grands projets Suisse en l'espace de quelques mois #eVoting #eID #eGovRomand #eGov https://t.co/jM699s8VsQ",2019-05-09 08:17:25,"Delémont, Suisse"
"876","L'équation du jour : 1 + 26 + 2212 = 1 où comment Confédération, cantons et communes travailleraient tous ensemble <U+0001F602><U+0001F44C> #eGovRomand #eID #eGov #CyberAdministration #QuoteOfTheDay https://t.co/VF9BS7kK2Q",2019-05-09 08:08:08,"Delémont, Suisse"
"877","26 identités numériques pour la Suisse ? "" Un grand bordel à gérer"" selon Daniel Gruber de l'office fédérale de la justice #eGovRomand #eID #IDP #Admin #eGov https://t.co/e4UKu3AUXO",2019-05-09 08:05:12,"Delémont, Suisse"
"878","Partenariat ""Public-Privé"" pour la création de registres centralisés ? Voilà quelque chose qui me plaît ! #eGovRomand #eID #IDP https://t.co/5QxiBJN6Km",2019-05-09 07:59:02,"Delémont, Suisse"
"879","Selon @NGorrite les #IDP et la #eID devraient être gérés en mains publiques. Les pays n'arrivent pas s'entendre sur des standards internationaux, quid des échanges inter-cantonaux avec 26 solutions ? #Security #eGovRomand #Digital #transformation #SwissID https://t.co/EbllhvKBDM",2019-05-09 07:27:37,"Delémont, Suisse"
"880","Québec : réactions au projet de loi 14 de transformation numérique &gt;&gt; https://t.co/OxiIlRp5Xi #privacy #egovernment #comparer",2019-05-17 15:55:24,"France"
"881","@vlentz @SimonPhoenix7 Ah oui ? \nEt pour ls impôts ?\nEt ls coolies traceurs de vie privee ?\n\nau moment de valider ls impôts en Digital ,\n on pourrait faire une votation en 10 questions ?",2021-06-21 10:12:04,NA
"882","«  A côté de ça, Facebook, c’est mieux » -&gt; oui, 1000x oui.\n\nEn parallèle de ce scandale, repenser à la votation suisse de ce week-end: 64% de la population #CH a refusé de laisser la gestion de ses données privées au main d’une entreprise... https://t.co/ytsVAXCnch",2021-03-11 07:10:33,NA
"883","@Djapositiv85 @tinybagheerab @CJuridiques L’article 67 de la loi du 7 mars 2016 approfondit le Code pénal avec les articles 226-1 et 226-2 (délit d’atteinte volontaire à l’intimité de la vie privée par transmission de propos tenus en privé ou par captation et diffusion d’image),",2021-03-06 13:33:18,NA
"884","@LeTemps Je suis musulmane et contre toute ingérence religieuse dans ma vie privée. Je suis aussi contre 1 Islam politique. Néanmoins je vote 3xNON le 7 mars. Essayer de faire passer l’interdiction pr 1 lutte contre le terrorisme et citer le 11/09 est 1 argument fallacieux.",2021-03-02 09:33:16,NA
"885","@Pabloenelbario @RicardSansH2O @LS_GT_lulu @BrouxelCorrado @Deujna @TeoLft L’article 67 de la loi du 7 mars 2016 pour une République numérique (dite Loi Lemaire) est venu approfondir le code pénal en créant, sous les articles 226-1 et 226-2 (délit d’atteinte volontaire à l’intimité de la vie privée par transmission de propos tenus en privé ou",2020-06-29 16:35:55,NA
"886","Pisteurs, cookies et données personnelles : comment reconquérir votre vie privée, un atelier de #laTechpourtoutes. Samedi 7 mars à 14h00. Avec @asso42l – https://t.co/t2F84K9FTs avec @42born2code @digital_ladies et @ENGIEGroup https://t.co/FS73XmOna3",2020-03-06 00:51:16,"Paris, France"
"887","@Ines_ktn j'ai mes partiels du 24 février au 7 mars et ensuite j'ai probablement mes galop d'essai en mars donc bon niveau vie privée ça va être chaud",2020-02-03 08:00:45,"<U+2745>   soft hours open  <U+2745>"
"888","@jsuis1meuf Faut le défoncer à la police,'L’article 67 de la loi du 7 mars 2016 pour une République numérique (dite Loi Lemaire) est venu approfondir le code pénal en créant, sous les articles 226-1 et 226-2 (délit d’atteinte volontaire à l’intimité de la vie privée par transmission......",2020-01-16 16:34:18,NA
"889","@willokhlass L’article 67 de la loi du 7 mars 2016 pour une République numérique articles 226-1 et 226-2 (délit d’atteinte volontaire à l’intimité de la vie privée par transmission de propos tenus en privé ou par captation et diffusion d’image)/",2019-12-20 17:34:29,"Paris"
"890","Rejoignez-nous à une table ronde sur l’intelligence artificielle et ses implications sur les droits de l’homme, notamment la liberté d’expression, les médias et la vie privée, le 7 mars à 14h00 au Palais des Nations. https://t.co/WO5oEyRF9A",2019-03-07 11:04:41,"Paris, France"
"891","Horoscope Poissons du Jeudi 7 Mars 2019 Horoscope Poissons - Amour Pour les célibataires, les vibrations astrales de la journée mettront au premier plan les questions de coeur et de vie privée. Nouvelles... https://t.co/VMy3gGxGVc",2019-03-07 06:53:25,"France"
"892","Horoscope Poissons - Amour Pour les célibataires, les vibrations astrales de la journée mettront au premier plan les questions de coeur et de vie privée. Nouvelles rencontres passionnantes en perspective. Vous leur accorderez d'autant plus d'importan...\n… https://t.co/8jLBRPtSqS",2019-03-07 04:44:27,"France"
"893","Le Comité permanent des opérations gouvernementales procédera à un examen du projet de loi no 29: Loi modifiant la Loi sur l’accès à l’infos et la protection de la vie privée. 7 mars, 19 h, salle de réunion «A», Assemblée législative. Plus d’infos: https://t.co/9BOWyPeoPm #polTNO",2019-03-06 00:47:16,"Yellowknife"
"894","Horoscope Poissons du 7 Mars 2019 https://t.co/o4uGRzdx76 -\n\nHoroscope Poissons - Amour\nPour les célibataires, les vibrations astrales de la journée mettront au premier plan les questions de coeur et de vie privée. Nouvelles rencontres passionnantes en perspective. Vous leur ac…",2019-03-05 23:11:42,NA
"895","CH Votation L Covid-19/Protection des données La campagne des opposants au certificat ciblera les citadins qui pourraient être sensibles à la protection des données https://t.co/bK7NFJKUcP 10/10/21 tout se plaide, sauf qu’il ne s’agit pas ici de fiscalité! https://t.co/eXRe24L4sd",2021-10-10 18:24:09,"Genève, Suisse"
"896","Le 7 mars 2021, les Suisses doivent voter sur l'introduction du service national d'identification électronique après que les citoyens aient exprimé leurs préoccupations concernant la protection des données. https://t.co/A0N6mFU1Dd \n#bebold #EID #identification #référendum https://t.co/dhQBL2atuh",2021-03-05 09:57:44,"Baar, Schweiz"
"897","<U+0001F4BB> La fausse bonne idée de cette loi #eID résumée par notre Municipale @NLitzistorf «cette loi n’offre pas les garanties suffisantes pour la protection des données de la population et ne nous laisse pas le libre choix». \n<U+0001F5F3>Un grand <U+274C>NON le 7 mars. #CHVote\nhttps://t.co/frECrRuWWt",2021-02-27 18:50:22,"Yes"
"898","En Suisse, on préfère centraliser les données au détriment de la sécurité et de la protection des données. Une technologie dépassée pour rattraper le retard numérique, risible. Votons non le 7 mars pour une #EiD respectueuse de nos droits et libertés https://t.co/manWHOw0Ni",2021-02-27 17:33:54,"Suisse"
"899","2 mars à 17h - Protection des données pour les collectivités publiques <U+0001F510><U+0001F3DB><U+FE0F> https://t.co/KjHg06VHA5 #eGov #cybersecurity #dataprotection",2021-02-24 13:54:59,"Switzerland"
"900","Assurer un activité à distance tout en respectant la protection des données, c'est le sujet de la conférence en ligne du @Clusis_Suisse de ce soir. Rendez-vous à 17h30. Info et inscription <U+2935><U+FE0F> #dataprivacy #dataprotection #eGov #eGovernment https://t.co/nAMKGBunth",2020-05-26 13:33:35,"Switzerland"
"901","<U+0001F4C5><U+0001F6A8>Conférence en ligne du @Clusis_Suisse - Pandémie et protection des données - 26 mai 17h30 à 19h30. Info et inscription : https://t.co/vSIrxyKNd8 #dataprivacy #dataprotection #covid19 #eGov #eGovernment #digital",2020-05-25 11:39:09,"Sierre"
"902","Très forte participation ce matin pour les votations : parking place de Rive, passeport électronique, interdiction de la burka sont les principaux sujets #Geneve #suisse #eID #Rive #votation <U+0001F1E8><U+0001F1ED><U+0001F1E8><U+0001F1ED><U+0001F1E8><U+0001F1ED> https://t.co/AFL9ap9fWC",2021-03-07 10:04:17,"Genève, Suisse"
"903","Le 7 mars, un grand NON est nécessaire contre la privatisation du passeport électronique #eID ! Nuria Gorrite détaille pourquoi dans cette tribune <U+0001F447>\n\nhttps://t.co/T4Zj4xQsvw",2021-01-29 15:47:00,"Vevey"
"904","Les partisans de la privatisation du passeport électronique / identité numérique se paient un publireportage sur la page d'accueil du Blick. C'est donc juste une histoire de gros sous. \nNON le 7 mars! #CHvote https://t.co/FnDIjJndnG",2021-01-16 13:15:33,NA
